1.533,-1.3194
0.86706,-0.12273
0.48227,-1.4234
0.49555,-1.3494
1.5864,-1.2205
0.96943,0.053789
1.1295,-0.40854
1.3225,-0.42475
0.030203,-1.2119
-0.6586,0.10232
-0.46157,-0.4572
-0.32239,-0.73401
0.46355,-1.2238
1.3076,-1.338
-0.63901,0.25419
1.4881,-0.64287
-0.46124,-0.3676
-0.57735,-0.28273
0.76307,0.68335
1.2909,-1.1109
0.15276,0.84725
1.0802,-0.037002
-0.4661,-0.56649
-0.65339,-0.11537
-0.38671,-0.90567
0.60774,0.59247
-0.6329,0.17843
1.0794,-0.52677
1.27,-1.4021
1.3964,-1.3175
1.537,-1.1375
0.97224,-1.4883
0.80875,-1.4817
1.1746,-1.4328
1.1837,-0.10252
0.29399,0.72814
1.6268,-0.55056
0.83121,0.39103
1.3034,-0.465
-0.48244,0.10981
1.7506,-1.1735
1.4849,-1.3772
1.7089,-1.5646
-0.25071,0.73496
1.4999,-0.65872
1.5743,-1.3605
0.92312,-1.3573
1.3244,-1.6071
0.15969,-1.1863
1.3168,-1.4326
0.65582,0.58972
0.28188,0.70968
0.87996,-1.4056
1.5945,-0.8169
0.37439,-1.143
1.1721,-0.5177
1.5342,-1.0675
-0.78865,0.39407
0.66385,0.76145
-0.43062,-0.32047
0.388,0.84008
1.4029,-0.5373
-0.31401,0.64026
0.14187,-1.3336
1.4869,-1.3335
1.309,-1.2217
0.81961,0.23094
1.3019,-0.80478
-0.084769,0.67489
1.4664,-0.73651
0.27468,-1.2213
0.94242,-1.2117
-0.65585,-0.12223
1.03,0.21047
-0.15695,0.73094
-0.19857,-0.87846
1.437,-0.754
-0.035082,0.69989
1.6672,-1.1401
-0.029673,0.79726
-0.47528,-0.49474
1.3608,-1.3172
-0.34391,-0.6219
0.83214,0.39912
1.5439,-0.656
1.3862,-0.40283
0.95861,-1.3184
-0.072797,0.65429
-0.33477,-0.59603
-0.61847,0.28966
0.58738,-1.2864
-0.1959,-0.9231
-0.49837,-0.065171
1.6743,-1.2309
1.5457,-1.0792
-0.67677,-0.0083585
0.2611,0.63727
-0.022311,-0.93628
-0.31736,0.82104
-0.3484,-0.43751
1.6385,-1.4889
1.4355,-1.4037
0.13368,-1.1747
0.055135,-0.78754
1.5316,-1.2608
0.76897,0.59599
-0.51233,0.48418
0.6368,0.6509
0.25182,-1.275
0.76801,-1.3411
1.4276,-1.4404
1.5835,-1.3463
1.4949,-1.0499
0.65718,-1.3079
1.0725,-0.0032605
0.099486,0.62939
1.001,0.26632
1.3985,-1.2536
0.90806,-1.4242
-0.45719,0.58498
-0.13848,-0.76649
-0.10544,0.70426
