2598
2598
920,1852
1731,2380
1140,2078
721,1781
1134,1978
1574,1227
718,2079
1727,605
2343,797
1278,526
2580,1197
62,254
1713,309
235,1745
2551,2485
2316,1051
632,350
1360,1119
1536,860
1617,168
1813,2265
925,1587
1411,2571
866,1658
1962,1283
412,1089
1158,843
1402,1057
41,861
352,1027
88,1992
1277,263
2469,865
1712,732
841,2181
717,973
867,2364
1259,80
168,708
1456,1944
1708,4
966,2579
1261,1390
764,897
2200,1560
26,744
85,859
1345,928
2433,2079
1969,1992
2490,784
1342,922
1500,927
2424,1779
2215,1215
2096,589
1738,330
811,1959
563,1478
1736,1128
672,99
421,735
1779,902
492,2445
7,555
702,2500
2315,1430
1358,924
2372,1891
424,803
1059,1052
523,697
162,1508
2373,682
1285,1993
2312,1616
1699,84
264,2365
1774,2332
1344,105
286,2595
1875,707
1484,1470
600,2523
2025,885
66,55
2115,880
1044,179
1559,80
1996,559
2055,834
2453,1093
1761,856
2112,355
1578,146
55,322
2311,2349
239,2296
392,1799
542,2289
808,2385
579,1373
769,1175
1474,2272
69,2203
1284,911
9,129
801,344
2590,511
1257,1117
1612,2281
149,1598
1707,1661
2371,203
1387,945
1849,2268
2576,513
1666,276
395,1284
1622,41
1628,1815
209,2416
1364,2202
1722,2140
1717,2121
2413,1478
914,1863
1307,933
1148,480
1372,985
987,2215
1050,2264
620,469
1446,42
2443,1100
1401,1573
1773,2480
1989,63
98,311
2384,439
1143,54
2593,1990
756,1508
1655,1291
809,1875
2378,1170
1801,767
2546,201
2003,1771
118,1391
1421,1429
1144,2143
868,561
2242,1417
1867,921
175,74
290,658
1603,1260
628,2183
1029,941
872,1959
1200,47
992,1516
300,2490
558,2483
456,1458
1972,1867
1803,23
1675,2324
2277,1260
2432,1034
2384,519
1176,510
1627,738
636,504
522,1069
330,1318
2327,1335
1730,364
1656,1111
383,1096
1724,1247
2248,444
863,1975
1041,1064
2320,1510
267,780
859,740
1842,1951
2504,1229
933,125
915,732
1717,2257
1705,1688
2557,2222
1293,2328
1669,837
1254,500
2206,1456
656,800
1933,472
2474,515
632,1743
152,573
1637,1402
35,1213
1804,792
2136,2190
2241,1723
1290,621
2500,21
362,1071
754,370
1599,612
925,783
631,1768
1088,2535
