1615
1615
130,1244
1446,769
673,441
1482,935
848,979
791,498
376,535
516,647
384,1356
1361,657
437,1122
1403,385
28,944
831,1225
1258,1385
103,1424
1008,197
60,299
114,583
454,885
1423,38
399,49
821,693
594,1151
700,676
256,639
1417,1574
1153,86
1360,1015
760,1256
1210,702
392,642
53,441
1577,1195
198,976
1149,1463
672,435
502,1326
1223,590
317,1543
469,1076
970,154
61,286
1125,111
1301,982
60,1290
245,851
695,830
814,565
1158,164
1327,1156
252,725
292,14
521,975
338,1398
1332,1522
1559,675
519,831
1530,188
1001,284
772,242
1178,911
1330,25
29,626
971,1073
7,1298
1423,750
1302,457
492,328
1130,1237
422,252
746,1092
267,685
865,1234
509,1571
315,1251
578,1237
929,1116
539,1380
813,54
781,1192
1389,944
320,830
914,369
565,1427
684,1517
37,1030
299,694
102,747
1040,343
463,163
141,118
1104,1455
139,709
1112,1566
1115,376
1272,577
1069,1475
391,316
1491,41
1075,1568
1029,434
624,315
102,1136
1457,1017
1530,77
775,1593
93,960
1525,391
601,464
1423,1270
1322,1352
553,887
16,1443
469,118
590,260
345,1452
554,209
1261,1336
1414,116
743,159
243,918
272,911
179,1549
1145,1159
102,1236
49,806
510,666
1324,1547
721,1330
106,519
78,744
181,1568
480,1290
557,527
851,594
1364,173
364,263
521,1296
8,1438
549,660
1455,176
1234,349
128,1177
344,1594
700,1581
405,1018
998,358
1368,1239
771,212
551,245
959,177
1330,524
1367,287
679,1520
138,1064
702,426
895,1400
376,1076
567,539
1109,554
1078,1363
168,575
1479,240
266,4
1344,136
758,728
1492,1359
1566,1572
86,1371
1051,959
621,896
889,874
85,289
749,1006
819,1098
1001,1134
542,74
605,1260
247,1536
612,1204
542,1188
513,76
326,834
1428,1
206,473
981,424
754,162
893,851
1512,894
1376,1313
356,1469
1017,867
1095,1318
922,908
607,290
154,1353
1302,176
376,1260
805,165
1310,308
1391,630
47,202
179,1150
334,667
804,600
236,947
1200,698
1508,845
1589,1595
1328,340
794,1263
1499,1271
1105,25
281,1546
774,1053
682,1420
38,1346
397,1036
1233,785
1328,1525
994,225
405,891
575,1332
105,657
445,437
200,1238
1455,333
45,29
312,678
1181,480
639,1082
1407,224
1314,1337
893,178
632,645
92,1025
767,915
801,1367
368,1371
644,247
425,778
1095,1352
496,1285
1564,693
876,219
1458,1614
393,402
106,412
1509,1114
1181,555
1585,178
694,1286
545,36
258,1463
1552,221
58,445
6,1497
1520,96
443,860
583,538
1153,40
1300,1557
1260,537
340,659
317,660
1056,1338
1233,1025
1477,471
581,508
283,952
1352,371
727,969
1557,256
286,555
648,1025
22,906
1262,536
1214,172
562,484
951,438
747,428
180,978
1374,299
1188,1564
1549,1278
1587,1188
1374,1381
713,977
1207,900
1473,293
902,1071
918,1327
802,691
1147,1480
105,958
1373,81
721,257
1613,1455
885,1032
92,1437
1241,1154
765,1389
469,1145
1136,1452
871,637
341,503
65,684
578,95
509,1304
234,1018
990,1386
560,1591
815,534
1017,396
1602,1543
1162,362
451,1328
415,1010
541,1044
1584,1050
100,1030
76,1466
698,381
1502,1132
226,646
147,1033
1254,1174
1578,1343
817,481
512,1577
876,47
1306,889
1157,251
715,739
273,656
256,948
1042,1020
354,1332
899,1291
738,827
276,459
1241,825
1071,1177
270,1359
1546,544
952,17
494,481
799,457
211,118
1003,499
1406,525
435,1349
372,74
216,1332
735,871
1530,467
1332,993
1042,1539
1332,893
511,1039
1424,646
956,640
1257,975
198,928
399,1137
349,301
884,420
1243,701
1601,941
139,327
864,335
897,1257
589,445
602,384
1030,244
180,532
1486,765
1280,1485
1290,303
681,1196
339,894
464,1309
811,450
978,684
444,844
1205,1098
732,616
536,649
584,1330
1090,213
900,475
860,106
1266,836
309,41
170,1329
518,853
1028,418
228,867
1416,580
12,288
92,600
1283,893
1174,138
50,1474
768,123
304,108
1108,64
892,1056
1254,539
172,1020
1065,968
977,1531
503,1300
1084,822
892,1555
1140,1412
783,914
1066,1195
1071,1168
1319,671
15,1157
1290,1110
562,1281
1305,501
68,1250
552,232
1439,1109
930,1096
651,132
259,1103
573,1582
810,956
515,1568
760,993
834,1259
260,330
235,276
841,723
1358,852
1249,1151
1398,244
852,755
1330,339
1442,789
1606,39
437,332
434,530
661,1113
1235,236
922,858
1286,102
1061,749
47,361
329,1454
1010,383
1213,868
351,1359
765,714
808,746
1060,183
428,1606
1476,76
1231,1519
612,875
1293,525
595,947
922,670
517,1591
631,1025
959,1028
1602,373
551,90
1259,1510
1382,151
25,861
59,180
343,899
1435,932
1042,795
83,1020
1020,657
847,676
120,27
821,845
979,1396
1301,1548
104,850
531,1202
408,1351
1092,870
161,742
373,1303
1477,1548
1248,539
957,77
115,236
979,952
381,1413
404,325
442,51
98,1293
1183,1118
1084,1607
730,254
2,1032
210,1584
1410,1366
525,973
1332,1573
340,955
707,456
494,1322
1340,1504
590,923
756,109
1501,1244
1360,998
567,1160
749,1378
990,1240
1149,505
522,1130
432,1064
943,441
240,254
860,916
388,259
825,1038
140,1590
1497,309
781,503
1114,589
1362,1300
950,627
1068,1318
490,852
1142,1144
101,569
1317,1607
388,108
73,628
391,435
1142,119
622,753
471,93
630,1436
738,1089
791,423
629,794
393,204
1588,929
1127,1282
1163,95
1567,1542
735,1604
1582,520
255,1291
650,943
284,1451
1557,205
1614,473
1388,495
415,60
382,1461
604,887
906,186
321,1218
421,853
207,444
213,690
425,610
1123,1119
1329,546
505,1365
129,89
731,543
1065,816
294,222
1378,118
1297,1611
262,217
39,1587
1172,732
1465,467
1270,1291
511,1073
1167,1273
1294,108
796,923
284,315
1208,1068
1606,1554
1242,779
1525,463
779,799
717,1259
103,1427
859,1083
1328,488
459,858
112,1472
988,981
351,912
10,338
797,206
1611,1598
633,282
231,59
1130,83
1385,150
505,1353
1371,1462
1302,446
977,1280
1458,752
1080,1522
665,643
1000,1401
1286,513
1068,281
186,1046
1245,336
139,51
543,842
1485,758
246,778
892,740
269,1220
12,1285
225,514
1508,755
870,205
624,529
836,462
1390,1491
1278,1482
1349,1041
1115,1483
339,607
1216,1104
1180,491
1257,490
8,333
33,1445
1427,1005
779,281
404,342
492,1491
1575,4
65,1497
203,186
881,418
1076,627
714,198
815,1363
886,166
429,812
1536,27
401,760
1454,275
238,829
1590,1409
478,1261
252,1402
958,796
1263,441
38,1487
207,1083
916,732
1254,540
903,778
62,725
849,1362
23,426
273,143
312,314
694,894
1600,417
3,298
269,544
1538,48
1108,1094
713,1549
340,533
656,362
719,562
883,999
296,1546
93,1327
822,580
1379,970
401,1035
1421,29
714,1019
657,489
462,1250
1168,778
588,1397
925,1457
744,1091
942,1535
1514,827
1444,1613
670,1189
241,115
368,890
1350,1239
1335,1170
1231,1217
125,636
1061,741
266,1614
300,218
1145,960
1203,546
397,1487
28,889
745,724
657,1525
344,370
628,1386
1175,163
433,174
32,11
1387,981
684,589
1367,7
405,982
47,736
689,1024
331,275
812,279
575,493
63,1463
523,1476
1202,198
519,82
388,378
12,1615
1371,12
297,1493
307,561
211,1318
105,945
691,476
213,430
1363,798
1070,716
630,296
556,1199
1189,1364
985,1421
622,769
338,763
233,1111
43,893
667,1046
1500,1370
981,689
468,1508
840,162
1267,588
1337,1411
573,1322
1102,1112
679,118
458,993
1569,1217
483,845
528,1338
1023,1271
946,245
311,952
228,302
531,1540
153,868
827,1273
35,1157
600,221
645,1554
482,895
472,682
804,237
176,1395
546,217
1249,522
184,552
686,1421
1516,676
516,886
511,868
829,1589
1392,1205
1217,1166
877,952
223,1062
1250,643
859,1211
152,880
1296,1313
954,1077
901,1547
1458,979
1557,989
189,374
931,1332
28,1540
460,1169
270,1346
1179,126
796,212
1060,138
1082,1318
146,1195
785,1141
734,1417
84,1454
244,1260
490,1547
1556,1374
1240,407
1242,482
1412,823
11,833
1548,31
1376,486
694,163
1528,1061
254,296
1481,1445
1212,309
1593,838
666,1084
1443,1171
971,505
415,968
158,537
253,1055
289,884
959,949
1541,1438
255,975
1360,364
735,496
376,136
1056,1483
596,563
1208,949
298,5
1236,1448
330,1587
1076,1186
1124,963
1561,528
794,1485
520,205
1454,1501
1015,616
96,1192
336,1240
569,1275
555,1269
1142,1329
1550,22
742,282
443,217
394,390
708,1025
405,698
1225,1001
1184,1224
351,772
587,529
851,1482
945,1279
866,882
1613,407
1293,1317
621,207
1135,418
281,1385
1431,839
643,1270
736,88
789,170
1203,954
1352,318
352,611
1158,1359
1053,1008
31,969
1139,76
1230,622
1546,1586
338,854
1055,993
1177,364
1000,37
884,593
71,467
808,1488
477,1522
1375,1023
299,1308
1213,923
979,875
55,141
669,218
427,802
468,612
271,13
1123,784
928,1277
857,294
848,1543
1212,865
1298,1221
321,1382
349,347
216,1473
10,830
1055,830
886,1025
1569,1330
697,682
1442,1130
258,291
705,831
89,1393
415,154
1561,1015
1180,631
313,1200
1556,267
1048,1265
1377,225
143,1433
987,614
956,933
532,240
561,987
728,1237
317,1479
487,1371
103,889
321,630
159,1506
760,214
728,1068
1505,657
993,1103
1563,143
61,1139
1096,519
1501,1411
1541,750
534,343
1111,1532
673,405
370,811
501,1014
731,3
156,1358
1011,1535
277,460
1145,1165
359,344
388,1354
905,955
58,1045
1586,869
1572,626
1242,841
926,507
401,759
966,719
1213,438
658,1147
1303,957
526,243
160,674
422,1218
1195,381
1224,906
994,999
1352,1144
150,138
638,1515
1237,1168
18,284
1594,972
1237,815
52,1479
83,1230
9,365
738,1200
398,1587
1311,1286
1462,377
856,968
1111,145
25,941
1113,282
268,406
98,260
1611,362
1004,890
1526,883
1553,1104
659,876
159,30
1466,500
10,579
1306,126
759,696
1292,119
1009,1350
1536,1472
1455,1458
1157,1302
735,1312
506,422
537,277
27,806
34,81
1366,1141
612,390
1307,620
1089,1453
859,813
729,1533
1127,975
328,1505
791,28
1018,396
1437,1403
859,598
1410,932
1245,167
488,642
436,898
506,1171
32,770
929,1476
716,432
671,1175
1184,725
743,681
233,429
1074,815
568,700
504,588
378,259
380,718
1401,1092
1042,273
1474,180
947,1329
1055,716
159,1537
787,1282
533,559
1238,978
1144,708
343,1466
317,422
414,914
1398,1140
1588,447
611,1294
839,528
1233,1596
1086,364
938,292
158,1086
1053,430
764,1373
1073,1339
1140,1482
1430,953
1140,38
41,867
1604,1587
1129,1182
1338,347
545,800
12,666
1375,1417
944,1049
1138,838
568,1192
1109,777
788,1078
705,1199
1113,1365
1434,740
717,1548
1114,455
590,1188
1480,886
637,838
1051,75
605,591
1373,1116
956,434
1111,1183
1143,1407
1592,109
1448,1091
573,546
1567,981
925,1280
416,114
6,526
75,5
425,143
672,1516
533,292
741,1124
1519,344
1410,13
1579,244
543,253
226,1480
760,1434
981,1187
199,1220
1220,344
1519,353
722,743
485,842
1389,426
1579,11
284,214
333,1241
640,1572
335,1034
923,628
1124,1497
539,1123
943,1406
1286,1237
982,1563
1328,1253
1523,806
978,1142
637,638
131,782
287,948
239,1543
709,941
473,174
1177,348
917,1011
860,235
946,345
879,238
1601,173
925,1023
680,914
883,774
768,1525
595,1178
1162,1271
73,590
236,1596
551,1408
1186,729
988,86
1181,1326
43,1615
1233,670
1148,512
1347,187
294,371
1592,342
487,252
509,799
1363,1594
1141,720
40,126
452,638
614,44
1501,539
550,204
430,545
1607,1372
602,1173
42,41
808,822
810,902
44,866
926,712
363,1560
1083,1053
958,8
381,1158
144,387
1116,911
805,1526
877,296
1526,271
1004,1076
632,1085
700,824
1153,1188
441,1257
468,1022
1403,1042
316,1476
794,884
1057,1293
230,1008
729,1086
1121,404
1266,15
117,1610
1036,435
1090,922
987,339
1394,620
764,99
280,703
742,1487
1232,1350
1406,869
557,1088
356,762
1342,595
182,432
184,1399
464,648
1394,536
634,1137
736,1437
1020,93
434,1114
1425,466
885,385
70,183
1379,621
1270,112
675,1423
1122,1297
52,1366
1073,264
663,359
742,887
700,33
1542,824
1189,494
1351,1477
1467,1120
844,130
39,1104
31,1580
1160,618
636,422
1158,956
201,361
708,261
26,1097
1504,136
1459,755
967,741
613,1426
85,1120
908,1162
1552,1214
439,852
75,1472
1071,1523
990,473
1476,439
244,863
1480,1418
919,326
1344,1385
1143,951
1607,944
447,376
1116,718
1259,849
192,969
85,1610
114,453
1003,437
84,491
1580,1133
644,133
1356,42
461,886
125,226
962,282
931,1310
