Testni primer za prastevilo : 83 Mnozica: Z_83
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82
 82  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81
----------------------------------
Zmnozek: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82
  0  2  4  6  8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82  1  3  5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81
  0  3  6  9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81  1  4  7 10 13 16 19 22 25 28 31 34 37 40 43 46 49 52 55 58 61 64 67 70 73 76 79 82  2  5  8 11 14 17 20 23 26 29 32 35 38 41 44 47 50 53 56 59 62 65 68 71 74 77 80
  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80  1  5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81  2  6 10 14 18 22 26 30 34 38 42 46 50 54 58 62 66 70 74 78 82  3  7 11 15 19 23 27 31 35 39 43 47 51 55 59 63 67 71 75 79
  0  5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80  2  7 12 17 22 27 32 37 42 47 52 57 62 67 72 77 82  4  9 14 19 24 29 34 39 44 49 54 59 64 69 74 79  1  6 11 16 21 26 31 36 41 46 51 56 61 66 71 76 81  3  8 13 18 23 28 33 38 43 48 53 58 63 68 73 78
  0  6 12 18 24 30 36 42 48 54 60 66 72 78  1  7 13 19 25 31 37 43 49 55 61 67 73 79  2  8 14 20 26 32 38 44 50 56 62 68 74 80  3  9 15 21 27 33 39 45 51 57 63 69 75 81  4 10 16 22 28 34 40 46 52 58 64 70 76 82  5 11 17 23 29 35 41 47 53 59 65 71 77
  0  7 14 21 28 35 42 49 56 63 70 77  1  8 15 22 29 36 43 50 57 64 71 78  2  9 16 23 30 37 44 51 58 65 72 79  3 10 17 24 31 38 45 52 59 66 73 80  4 11 18 25 32 39 46 53 60 67 74 81  5 12 19 26 33 40 47 54 61 68 75 82  6 13 20 27 34 41 48 55 62 69 76
  0  8 16 24 32 40 48 56 64 72 80  5 13 21 29 37 45 53 61 69 77  2 10 18 26 34 42 50 58 66 74 82  7 15 23 31 39 47 55 63 71 79  4 12 20 28 36 44 52 60 68 76  1  9 17 25 33 41 49 57 65 73 81  6 14 22 30 38 46 54 62 70 78  3 11 19 27 35 43 51 59 67 75
  0  9 18 27 36 45 54 63 72 81  7 16 25 34 43 52 61 70 79  5 14 23 32 41 50 59 68 77  3 12 21 30 39 48 57 66 75  1 10 19 28 37 46 55 64 73 82  8 17 26 35 44 53 62 71 80  6 15 24 33 42 51 60 69 78  4 13 22 31 40 49 58 67 76  2 11 20 29 38 47 56 65 74
  0 10 20 30 40 50 60 70 80  7 17 27 37 47 57 67 77  4 14 24 34 44 54 64 74  1 11 21 31 41 51 61 71 81  8 18 28 38 48 58 68 78  5 15 25 35 45 55 65 75  2 12 22 32 42 52 62 72 82  9 19 29 39 49 59 69 79  6 16 26 36 46 56 66 76  3 13 23 33 43 53 63 73
  0 11 22 33 44 55 66 77  5 16 27 38 49 60 71 82 10 21 32 43 54 65 76  4 15 26 37 48 59 70 81  9 20 31 42 53 64 75  3 14 25 36 47 58 69 80  8 19 30 41 52 63 74  2 13 24 35 46 57 68 79  7 18 29 40 51 62 73  1 12 23 34 45 56 67 78  6 17 28 39 50 61 72
  0 12 24 36 48 60 72  1 13 25 37 49 61 73  2 14 26 38 50 62 74  3 15 27 39 51 63 75  4 16 28 40 52 64 76  5 17 29 41 53 65 77  6 18 30 42 54 66 78  7 19 31 43 55 67 79  8 20 32 44 56 68 80  9 21 33 45 57 69 81 10 22 34 46 58 70 82 11 23 35 47 59 71
  0 13 26 39 52 65 78  8 21 34 47 60 73  3 16 29 42 55 68 81 11 24 37 50 63 76  6 19 32 45 58 71  1 14 27 40 53 66 79  9 22 35 48 61 74  4 17 30 43 56 69 82 12 25 38 51 64 77  7 20 33 46 59 72  2 15 28 41 54 67 80 10 23 36 49 62 75  5 18 31 44 57 70
  0 14 28 42 56 70  1 15 29 43 57 71  2 16 30 44 58 72  3 17 31 45 59 73  4 18 32 46 60 74  5 19 33 47 61 75  6 20 34 48 62 76  7 21 35 49 63 77  8 22 36 50 64 78  9 23 37 51 65 79 10 24 38 52 66 80 11 25 39 53 67 81 12 26 40 54 68 82 13 27 41 55 69
  0 15 30 45 60 75  7 22 37 52 67 82 14 29 44 59 74  6 21 36 51 66 81 13 28 43 58 73  5 20 35 50 65 80 12 27 42 57 72  4 19 34 49 64 79 11 26 41 56 71  3 18 33 48 63 78 10 25 40 55 70  2 17 32 47 62 77  9 24 39 54 69  1 16 31 46 61 76  8 23 38 53 68
  0 16 32 48 64 80 13 29 45 61 77 10 26 42 58 74  7 23 39 55 71  4 20 36 52 68  1 17 33 49 65 81 14 30 46 62 78 11 27 43 59 75  8 24 40 56 72  5 21 37 53 69  2 18 34 50 66 82 15 31 47 63 79 12 28 44 60 76  9 25 41 57 73  6 22 38 54 70  3 19 35 51 67
  0 17 34 51 68  2 19 36 53 70  4 21 38 55 72  6 23 40 57 74  8 25 42 59 76 10 27 44 61 78 12 29 46 63 80 14 31 48 65 82 16 33 50 67  1 18 35 52 69  3 20 37 54 71  5 22 39 56 73  7 24 41 58 75  9 26 43 60 77 11 28 45 62 79 13 30 47 64 81 15 32 49 66
  0 18 36 54 72  7 25 43 61 79 14 32 50 68  3 21 39 57 75 10 28 46 64 82 17 35 53 71  6 24 42 60 78 13 31 49 67  2 20 38 56 74  9 27 45 63 81 16 34 52 70  5 23 41 59 77 12 30 48 66  1 19 37 55 73  8 26 44 62 80 15 33 51 69  4 22 40 58 76 11 29 47 65
  0 19 38 57 76 12 31 50 69  5 24 43 62 81 17 36 55 74 10 29 48 67  3 22 41 60 79 15 34 53 72  8 27 46 65  1 20 39 58 77 13 32 51 70  6 25 44 63 82 18 37 56 75 11 30 49 68  4 23 42 61 80 16 35 54 73  9 28 47 66  2 21 40 59 78 14 33 52 71  7 26 45 64
  0 20 40 60 80 17 37 57 77 14 34 54 74 11 31 51 71  8 28 48 68  5 25 45 65  2 22 42 62 82 19 39 59 79 16 36 56 76 13 33 53 73 10 30 50 70  7 27 47 67  4 24 44 64  1 21 41 61 81 18 38 58 78 15 35 55 75 12 32 52 72  9 29 49 69  6 26 46 66  3 23 43 63
  0 21 42 63  1 22 43 64  2 23 44 65  3 24 45 66  4 25 46 67  5 26 47 68  6 27 48 69  7 28 49 70  8 29 50 71  9 30 51 72 10 31 52 73 11 32 53 74 12 33 54 75 13 34 55 76 14 35 56 77 15 36 57 78 16 37 58 79 17 38 59 80 18 39 60 81 19 40 61 82 20 41 62
  0 22 44 66  5 27 49 71 10 32 54 76 15 37 59 81 20 42 64  3 25 47 69  8 30 52 74 13 35 57 79 18 40 62  1 23 45 67  6 28 50 72 11 33 55 77 16 38 60 82 21 43 65  4 26 48 70  9 31 53 75 14 36 58 80 19 41 63  2 24 46 68  7 29 51 73 12 34 56 78 17 39 61
  0 23 46 69  9 32 55 78 18 41 64  4 27 50 73 13 36 59 82 22 45 68  8 31 54 77 17 40 63  3 26 49 72 12 35 58 81 21 44 67  7 30 53 76 16 39 62  2 25 48 71 11 34 57 80 20 43 66  6 29 52 75 15 38 61  1 24 47 70 10 33 56 79 19 42 65  5 28 51 74 14 37 60
  0 24 48 72 13 37 61  2 26 50 74 15 39 63  4 28 52 76 17 41 65  6 30 54 78 19 43 67  8 32 56 80 21 45 69 10 34 58 82 23 47 71 12 36 60  1 25 49 73 14 38 62  3 27 51 75 16 40 64  5 29 53 77 18 42 66  7 31 55 79 20 44 68  9 33 57 81 22 46 70 11 35 59
  0 25 50 75 17 42 67  9 34 59  1 26 51 76 18 43 68 10 35 60  2 27 52 77 19 44 69 11 36 61  3 28 53 78 20 45 70 12 37 62  4 29 54 79 21 46 71 13 38 63  5 30 55 80 22 47 72 14 39 64  6 31 56 81 23 48 73 15 40 65  7 32 57 82 24 49 74 16 41 66  8 33 58
  0 26 52 78 21 47 73 16 42 68 11 37 63  6 32 58  1 27 53 79 22 48 74 17 43 69 12 38 64  7 33 59  2 28 54 80 23 49 75 18 44 70 13 39 65  8 34 60  3 29 55 81 24 50 76 19 45 71 14 40 66  9 35 61  4 30 56 82 25 51 77 20 46 72 15 41 67 10 36 62  5 31 57
  0 27 54 81 25 52 79 23 50 77 21 48 75 19 46 73 17 44 71 15 42 69 13 40 67 11 38 65  9 36 63  7 34 61  5 32 59  3 30 57  1 28 55 82 26 53 80 24 51 78 22 49 76 20 47 74 18 45 72 16 43 70 14 41 68 12 39 66 10 37 64  8 35 62  6 33 60  4 31 58  2 29 56
  0 28 56  1 29 57  2 30 58  3 31 59  4 32 60  5 33 61  6 34 62  7 35 63  8 36 64  9 37 65 10 38 66 11 39 67 12 40 68 13 41 69 14 42 70 15 43 71 16 44 72 17 45 73 18 46 74 19 47 75 20 48 76 21 49 77 22 50 78 23 51 79 24 52 80 25 53 81 26 54 82 27 55
  0 29 58  4 33 62  8 37 66 12 41 70 16 45 74 20 49 78 24 53 82 28 57  3 32 61  7 36 65 11 40 69 15 44 73 19 48 77 23 52 81 27 56  2 31 60  6 35 64 10 39 68 14 43 72 18 47 76 22 51 80 26 55  1 30 59  5 34 63  9 38 67 13 42 71 17 46 75 21 50 79 25 54
  0 30 60  7 37 67 14 44 74 21 51 81 28 58  5 35 65 12 42 72 19 49 79 26 56  3 33 63 10 40 70 17 47 77 24 54  1 31 61  8 38 68 15 45 75 22 52 82 29 59  6 36 66 13 43 73 20 50 80 27 57  4 34 64 11 41 71 18 48 78 25 55  2 32 62  9 39 69 16 46 76 23 53
  0 31 62 10 41 72 20 51 82 30 61  9 40 71 19 50 81 29 60  8 39 70 18 49 80 28 59  7 38 69 17 48 79 27 58  6 37 68 16 47 78 26 57  5 36 67 15 46 77 25 56  4 35 66 14 45 76 24 55  3 34 65 13 44 75 23 54  2 33 64 12 43 74 22 53  1 32 63 11 42 73 21 52
  0 32 64 13 45 77 26 58  7 39 71 20 52  1 33 65 14 46 78 27 59  8 40 72 21 53  2 34 66 15 47 79 28 60  9 41 73 22 54  3 35 67 16 48 80 29 61 10 42 74 23 55  4 36 68 17 49 81 30 62 11 43 75 24 56  5 37 69 18 50 82 31 63 12 44 76 25 57  6 38 70 19 51
  0 33 66 16 49 82 32 65 15 48 81 31 64 14 47 80 30 63 13 46 79 29 62 12 45 78 28 61 11 44 77 27 60 10 43 76 26 59  9 42 75 25 58  8 41 74 24 57  7 40 73 23 56  6 39 72 22 55  5 38 71 21 54  4 37 70 20 53  3 36 69 19 52  2 35 68 18 51  1 34 67 17 50
  0 34 68 19 53  4 38 72 23 57  8 42 76 27 61 12 46 80 31 65 16 50  1 35 69 20 54  5 39 73 24 58  9 43 77 28 62 13 47 81 32 66 17 51  2 36 70 21 55  6 40 74 25 59 10 44 78 29 63 14 48 82 33 67 18 52  3 37 71 22 56  7 41 75 26 60 11 45 79 30 64 15 49
  0 35 70 22 57  9 44 79 31 66 18 53  5 40 75 27 62 14 49  1 36 71 23 58 10 45 80 32 67 19 54  6 41 76 28 63 15 50  2 37 72 24 59 11 46 81 33 68 20 55  7 42 77 29 64 16 51  3 38 73 25 60 12 47 82 34 69 21 56  8 43 78 30 65 17 52  4 39 74 26 61 13 48
  0 36 72 25 61 14 50  3 39 75 28 64 17 53  6 42 78 31 67 20 56  9 45 81 34 70 23 59 12 48  1 37 73 26 62 15 51  4 40 76 29 65 18 54  7 43 79 32 68 21 57 10 46 82 35 71 24 60 13 49  2 38 74 27 63 16 52  5 41 77 30 66 19 55  8 44 80 33 69 22 58 11 47
  0 37 74 28 65 19 56 10 47  1 38 75 29 66 20 57 11 48  2 39 76 30 67 21 58 12 49  3 40 77 31 68 22 59 13 50  4 41 78 32 69 23 60 14 51  5 42 79 33 70 24 61 15 52  6 43 80 34 71 25 62 16 53  7 44 81 35 72 26 63 17 54  8 45 82 36 73 27 64 18 55  9 46
  0 38 76 31 69 24 62 17 55 10 48  3 41 79 34 72 27 65 20 58 13 51  6 44 82 37 75 30 68 23 61 16 54  9 47  2 40 78 33 71 26 64 19 57 12 50  5 43 81 36 74 29 67 22 60 15 53  8 46  1 39 77 32 70 25 63 18 56 11 49  4 42 80 35 73 28 66 21 59 14 52  7 45
  0 39 78 34 73 29 68 24 63 19 58 14 53  9 48  4 43 82 38 77 33 72 28 67 23 62 18 57 13 52  8 47  3 42 81 37 76 32 71 27 66 22 61 17 56 12 51  7 46  2 41 80 36 75 31 70 26 65 21 60 16 55 11 50  6 45  1 40 79 35 74 30 69 25 64 20 59 15 54 10 49  5 44
  0 40 80 37 77 34 74 31 71 28 68 25 65 22 62 19 59 16 56 13 53 10 50  7 47  4 44  1 41 81 38 78 35 75 32 72 29 69 26 66 23 63 20 60 17 57 14 54 11 51  8 48  5 45  2 42 82 39 79 36 76 33 73 30 70 27 67 24 64 21 61 18 58 15 55 12 52  9 49  6 46  3 43
  0 41 82 40 81 39 80 38 79 37 78 36 77 35 76 34 75 33 74 32 73 31 72 30 71 29 70 28 69 27 68 26 67 25 66 24 65 23 64 22 63 21 62 20 61 19 60 18 59 17 58 16 57 15 56 14 55 13 54 12 53 11 52 10 51  9 50  8 49  7 48  6 47  5 46  4 45  3 44  2 43  1 42
  0 42  1 43  2 44  3 45  4 46  5 47  6 48  7 49  8 50  9 51 10 52 11 53 12 54 13 55 14 56 15 57 16 58 17 59 18 60 19 61 20 62 21 63 22 64 23 65 24 66 25 67 26 68 27 69 28 70 29 71 30 72 31 73 32 74 33 75 34 76 35 77 36 78 37 79 38 80 39 81 40 82 41
  0 43  3 46  6 49  9 52 12 55 15 58 18 61 21 64 24 67 27 70 30 73 33 76 36 79 39 82 42  2 45  5 48  8 51 11 54 14 57 17 60 20 63 23 66 26 69 29 72 32 75 35 78 38 81 41  1 44  4 47  7 50 10 53 13 56 16 59 19 62 22 65 25 68 28 71 31 74 34 77 37 80 40
  0 44  5 49 10 54 15 59 20 64 25 69 30 74 35 79 40  1 45  6 50 11 55 16 60 21 65 26 70 31 75 36 80 41  2 46  7 51 12 56 17 61 22 66 27 71 32 76 37 81 42  3 47  8 52 13 57 18 62 23 67 28 72 33 77 38 82 43  4 48  9 53 14 58 19 63 24 68 29 73 34 78 39
  0 45  7 52 14 59 21 66 28 73 35 80 42  4 49 11 56 18 63 25 70 32 77 39  1 46  8 53 15 60 22 67 29 74 36 81 43  5 50 12 57 19 64 26 71 33 78 40  2 47  9 54 16 61 23 68 30 75 37 82 44  6 51 13 58 20 65 27 72 34 79 41  3 48 10 55 17 62 24 69 31 76 38
  0 46  9 55 18 64 27 73 36 82 45  8 54 17 63 26 72 35 81 44  7 53 16 62 25 71 34 80 43  6 52 15 61 24 70 33 79 42  5 51 14 60 23 69 32 78 41  4 50 13 59 22 68 31 77 40  3 49 12 58 21 67 30 76 39  2 48 11 57 20 66 29 75 38  1 47 10 56 19 65 28 74 37
  0 47 11 58 22 69 33 80 44  8 55 19 66 30 77 41  5 52 16 63 27 74 38  2 49 13 60 24 71 35 82 46 10 57 21 68 32 79 43  7 54 18 65 29 76 40  4 51 15 62 26 73 37  1 48 12 59 23 70 34 81 45  9 56 20 67 31 78 42  6 53 17 64 28 75 39  3 50 14 61 25 72 36
  0 48 13 61 26 74 39  4 52 17 65 30 78 43  8 56 21 69 34 82 47 12 60 25 73 38  3 51 16 64 29 77 42  7 55 20 68 33 81 46 11 59 24 72 37  2 50 15 63 28 76 41  6 54 19 67 32 80 45 10 58 23 71 36  1 49 14 62 27 75 40  5 53 18 66 31 79 44  9 57 22 70 35
  0 49 15 64 30 79 45 11 60 26 75 41  7 56 22 71 37  3 52 18 67 33 82 48 14 63 29 78 44 10 59 25 74 40  6 55 21 70 36  2 51 17 66 32 81 47 13 62 28 77 43  9 58 24 73 39  5 54 20 69 35  1 50 16 65 31 80 46 12 61 27 76 42  8 57 23 72 38  4 53 19 68 34
  0 50 17 67 34  1 51 18 68 35  2 52 19 69 36  3 53 20 70 37  4 54 21 71 38  5 55 22 72 39  6 56 23 73 40  7 57 24 74 41  8 58 25 75 42  9 59 26 76 43 10 60 27 77 44 11 61 28 78 45 12 62 29 79 46 13 63 30 80 47 14 64 31 81 48 15 65 32 82 49 16 66 33
  0 51 19 70 38  6 57 25 76 44 12 63 31 82 50 18 69 37  5 56 24 75 43 11 62 30 81 49 17 68 36  4 55 23 74 42 10 61 29 80 48 16 67 35  3 54 22 73 41  9 60 28 79 47 15 66 34  2 53 21 72 40  8 59 27 78 46 14 65 33  1 52 20 71 39  7 58 26 77 45 13 64 32
  0 52 21 73 42 11 63 32  1 53 22 74 43 12 64 33  2 54 23 75 44 13 65 34  3 55 24 76 45 14 66 35  4 56 25 77 46 15 67 36  5 57 26 78 47 16 68 37  6 58 27 79 48 17 69 38  7 59 28 80 49 18 70 39  8 60 29 81 50 19 71 40  9 61 30 82 51 20 72 41 10 62 31
  0 53 23 76 46 16 69 39  9 62 32  2 55 25 78 48 18 71 41 11 64 34  4 57 27 80 50 20 73 43 13 66 36  6 59 29 82 52 22 75 45 15 68 38  8 61 31  1 54 24 77 47 17 70 40 10 63 33  3 56 26 79 49 19 72 42 12 65 35  5 58 28 81 51 21 74 44 14 67 37  7 60 30
  0 54 25 79 50 21 75 46 17 71 42 13 67 38  9 63 34  5 59 30  1 55 26 80 51 22 76 47 18 72 43 14 68 39 10 64 35  6 60 31  2 56 27 81 52 23 77 48 19 73 44 15 69 40 11 65 36  7 61 32  3 57 28 82 53 24 78 49 20 74 45 16 70 41 12 66 37  8 62 33  4 58 29
  0 55 27 82 54 26 81 53 25 80 52 24 79 51 23 78 50 22 77 49 21 76 48 20 75 47 19 74 46 18 73 45 17 72 44 16 71 43 15 70 42 14 69 41 13 68 40 12 67 39 11 66 38 10 65 37  9 64 36  8 63 35  7 62 34  6 61 33  5 60 32  4 59 31  3 58 30  2 57 29  1 56 28
  0 56 29  2 58 31  4 60 33  6 62 35  8 64 37 10 66 39 12 68 41 14 70 43 16 72 45 18 74 47 20 76 49 22 78 51 24 80 53 26 82 55 28  1 57 30  3 59 32  5 61 34  7 63 36  9 65 38 11 67 40 13 69 42 15 71 44 17 73 46 19 75 48 21 77 50 23 79 52 25 81 54 27
  0 57 31  5 62 36 10 67 41 15 72 46 20 77 51 25 82 56 30  4 61 35  9 66 40 14 71 45 19 76 50 24 81 55 29  3 60 34  8 65 39 13 70 44 18 75 49 23 80 54 28  2 59 33  7 64 38 12 69 43 17 74 48 22 79 53 27  1 58 32  6 63 37 11 68 42 16 73 47 21 78 52 26
  0 58 33  8 66 41 16 74 49 24 82 57 32  7 65 40 15 73 48 23 81 56 31  6 64 39 14 72 47 22 80 55 30  5 63 38 13 71 46 21 79 54 29  4 62 37 12 70 45 20 78 53 28  3 61 36 11 69 44 19 77 52 27  2 60 35 10 68 43 18 76 51 26  1 59 34  9 67 42 17 75 50 25
  0 59 35 11 70 46 22 81 57 33  9 68 44 20 79 55 31  7 66 42 18 77 53 29  5 64 40 16 75 51 27  3 62 38 14 73 49 25  1 60 36 12 71 47 23 82 58 34 10 69 45 21 80 56 32  8 67 43 19 78 54 30  6 65 41 17 76 52 28  4 63 39 15 74 50 26  2 61 37 13 72 48 24
  0 60 37 14 74 51 28  5 65 42 19 79 56 33 10 70 47 24  1 61 38 15 75 52 29  6 66 43 20 80 57 34 11 71 48 25  2 62 39 16 76 53 30  7 67 44 21 81 58 35 12 72 49 26  3 63 40 17 77 54 31  8 68 45 22 82 59 36 13 73 50 27  4 64 41 18 78 55 32  9 69 46 23
  0 61 39 17 78 56 34 12 73 51 29  7 68 46 24  2 63 41 19 80 58 36 14 75 53 31  9 70 48 26  4 65 43 21 82 60 38 16 77 55 33 11 72 50 28  6 67 45 23  1 62 40 18 79 57 35 13 74 52 30  8 69 47 25  3 64 42 20 81 59 37 15 76 54 32 10 71 49 27  5 66 44 22
  0 62 41 20 82 61 40 19 81 60 39 18 80 59 38 17 79 58 37 16 78 57 36 15 77 56 35 14 76 55 34 13 75 54 33 12 74 53 32 11 73 52 31 10 72 51 30  9 71 50 29  8 70 49 28  7 69 48 27  6 68 47 26  5 67 46 25  4 66 45 24  3 65 44 23  2 64 43 22  1 63 42 21
  0 63 43 23  3 66 46 26  6 69 49 29  9 72 52 32 12 75 55 35 15 78 58 38 18 81 61 41 21  1 64 44 24  4 67 47 27  7 70 50 30 10 73 53 33 13 76 56 36 16 79 59 39 19 82 62 42 22  2 65 45 25  5 68 48 28  8 71 51 31 11 74 54 34 14 77 57 37 17 80 60 40 20
  0 64 45 26  7 71 52 33 14 78 59 40 21  2 66 47 28  9 73 54 35 16 80 61 42 23  4 68 49 30 11 75 56 37 18 82 63 44 25  6 70 51 32 13 77 58 39 20  1 65 46 27  8 72 53 34 15 79 60 41 22  3 67 48 29 10 74 55 36 17 81 62 43 24  5 69 50 31 12 76 57 38 19
  0 65 47 29 11 76 58 40 22  4 69 51 33 15 80 62 44 26  8 73 55 37 19  1 66 48 30 12 77 59 41 23  5 70 52 34 16 81 63 45 27  9 74 56 38 20  2 67 49 31 13 78 60 42 24  6 71 53 35 17 82 64 46 28 10 75 57 39 21  3 68 50 32 14 79 61 43 25  7 72 54 36 18
  0 66 49 32 15 81 64 47 30 13 79 62 45 28 11 77 60 43 26  9 75 58 41 24  7 73 56 39 22  5 71 54 37 20  3 69 52 35 18  1 67 50 33 16 82 65 48 31 14 80 63 46 29 12 78 61 44 27 10 76 59 42 25  8 74 57 40 23  6 72 55 38 21  4 70 53 36 19  2 68 51 34 17
  0 67 51 35 19  3 70 54 38 22  6 73 57 41 25  9 76 60 44 28 12 79 63 47 31 15 82 66 50 34 18  2 69 53 37 21  5 72 56 40 24  8 75 59 43 27 11 78 62 46 30 14 81 65 49 33 17  1 68 52 36 20  4 71 55 39 23  7 74 58 42 26 10 77 61 45 29 13 80 64 48 32 16
  0 68 53 38 23  8 76 61 46 31 16  1 69 54 39 24  9 77 62 47 32 17  2 70 55 40 25 10 78 63 48 33 18  3 71 56 41 26 11 79 64 49 34 19  4 72 57 42 27 12 80 65 50 35 20  5 73 58 43 28 13 81 66 51 36 21  6 74 59 44 29 14 82 67 52 37 22  7 75 60 45 30 15
  0 69 55 41 27 13 82 68 54 40 26 12 81 67 53 39 25 11 80 66 52 38 24 10 79 65 51 37 23  9 78 64 50 36 22  8 77 63 49 35 21  7 76 62 48 34 20  6 75 61 47 33 19  5 74 60 46 32 18  4 73 59 45 31 17  3 72 58 44 30 16  2 71 57 43 29 15  1 70 56 42 28 14
  0 70 57 44 31 18  5 75 62 49 36 23 10 80 67 54 41 28 15  2 72 59 46 33 20  7 77 64 51 38 25 12 82 69 56 43 30 17  4 74 61 48 35 22  9 79 66 53 40 27 14  1 71 58 45 32 19  6 76 63 50 37 24 11 81 68 55 42 29 16  3 73 60 47 34 21  8 78 65 52 39 26 13
  0 71 59 47 35 23 11 82 70 58 46 34 22 10 81 69 57 45 33 21  9 80 68 56 44 32 20  8 79 67 55 43 31 19  7 78 66 54 42 30 18  6 77 65 53 41 29 17  5 76 64 52 40 28 16  4 75 63 51 39 27 15  3 74 62 50 38 26 14  2 73 61 49 37 25 13  1 72 60 48 36 24 12
  0 72 61 50 39 28 17  6 78 67 56 45 34 23 12  1 73 62 51 40 29 18  7 79 68 57 46 35 24 13  2 74 63 52 41 30 19  8 80 69 58 47 36 25 14  3 75 64 53 42 31 20  9 81 70 59 48 37 26 15  4 76 65 54 43 32 21 10 82 71 60 49 38 27 16  5 77 66 55 44 33 22 11
  0 73 63 53 43 33 23 13  3 76 66 56 46 36 26 16  6 79 69 59 49 39 29 19  9 82 72 62 52 42 32 22 12  2 75 65 55 45 35 25 15  5 78 68 58 48 38 28 18  8 81 71 61 51 41 31 21 11  1 74 64 54 44 34 24 14  4 77 67 57 47 37 27 17  7 80 70 60 50 40 30 20 10
  0 74 65 56 47 38 29 20 11  2 76 67 58 49 40 31 22 13  4 78 69 60 51 42 33 24 15  6 80 71 62 53 44 35 26 17  8 82 73 64 55 46 37 28 19 10  1 75 66 57 48 39 30 21 12  3 77 68 59 50 41 32 23 14  5 79 70 61 52 43 34 25 16  7 81 72 63 54 45 36 27 18  9
  0 75 67 59 51 43 35 27 19 11  3 78 70 62 54 46 38 30 22 14  6 81 73 65 57 49 41 33 25 17  9  1 76 68 60 52 44 36 28 20 12  4 79 71 63 55 47 39 31 23 15  7 82 74 66 58 50 42 34 26 18 10  2 77 69 61 53 45 37 29 21 13  5 80 72 64 56 48 40 32 24 16  8
  0 76 69 62 55 48 41 34 27 20 13  6 82 75 68 61 54 47 40 33 26 19 12  5 81 74 67 60 53 46 39 32 25 18 11  4 80 73 66 59 52 45 38 31 24 17 10  3 79 72 65 58 51 44 37 30 23 16  9  2 78 71 64 57 50 43 36 29 22 15  8  1 77 70 63 56 49 42 35 28 21 14  7
  0 77 71 65 59 53 47 41 35 29 23 17 11  5 82 76 70 64 58 52 46 40 34 28 22 16 10  4 81 75 69 63 57 51 45 39 33 27 21 15  9  3 80 74 68 62 56 50 44 38 32 26 20 14  8  2 79 73 67 61 55 49 43 37 31 25 19 13  7  1 78 72 66 60 54 48 42 36 30 24 18 12  6
  0 78 73 68 63 58 53 48 43 38 33 28 23 18 13  8  3 81 76 71 66 61 56 51 46 41 36 31 26 21 16 11  6  1 79 74 69 64 59 54 49 44 39 34 29 24 19 14  9  4 82 77 72 67 62 57 52 47 42 37 32 27 22 17 12  7  2 80 75 70 65 60 55 50 45 40 35 30 25 20 15 10  5
  0 79 75 71 67 63 59 55 51 47 43 39 35 31 27 23 19 15 11  7  3 82 78 74 70 66 62 58 54 50 46 42 38 34 30 26 22 18 14 10  6  2 81 77 73 69 65 61 57 53 49 45 41 37 33 29 25 21 17 13  9  5  1 80 76 72 68 64 60 56 52 48 44 40 36 32 28 24 20 16 12  8  4
  0 80 77 74 71 68 65 62 59 56 53 50 47 44 41 38 35 32 29 26 23 20 17 14 11  8  5  2 82 79 76 73 70 67 64 61 58 55 52 49 46 43 40 37 34 31 28 25 22 19 16 13 10  7  4  1 81 78 75 72 69 66 63 60 57 54 51 48 45 42 39 36 33 30 27 24 21 18 15 12  9  6  3
