Testni primer za prastevilo : 89 Mnozica: Z_89
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
 76 77 78 79 80 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
 77 78 79 80 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76
 78 79 80 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77
 79 80 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78
 80 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
 81 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80
 82 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81
 83 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82
 84 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83
 85 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84
 86 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85
 87 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86
 88  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87
----------------------------------
Zmnozek: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
  0  2  4  6  8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88  1  3  5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87
  0  3  6  9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87  1  4  7 10 13 16 19 22 25 28 31 34 37 40 43 46 49 52 55 58 61 64 67 70 73 76 79 82 85 88  2  5  8 11 14 17 20 23 26 29 32 35 38 41 44 47 50 53 56 59 62 65 68 71 74 77 80 83 86
  0  4  8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80 84 88  3  7 11 15 19 23 27 31 35 39 43 47 51 55 59 63 67 71 75 79 83 87  2  6 10 14 18 22 26 30 34 38 42 46 50 54 58 62 66 70 74 78 82 86  1  5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73 77 81 85
  0  5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85  1  6 11 16 21 26 31 36 41 46 51 56 61 66 71 76 81 86  2  7 12 17 22 27 32 37 42 47 52 57 62 67 72 77 82 87  3  8 13 18 23 28 33 38 43 48 53 58 63 68 73 78 83 88  4  9 14 19 24 29 34 39 44 49 54 59 64 69 74 79 84
  0  6 12 18 24 30 36 42 48 54 60 66 72 78 84  1  7 13 19 25 31 37 43 49 55 61 67 73 79 85  2  8 14 20 26 32 38 44 50 56 62 68 74 80 86  3  9 15 21 27 33 39 45 51 57 63 69 75 81 87  4 10 16 22 28 34 40 46 52 58 64 70 76 82 88  5 11 17 23 29 35 41 47 53 59 65 71 77 83
  0  7 14 21 28 35 42 49 56 63 70 77 84  2  9 16 23 30 37 44 51 58 65 72 79 86  4 11 18 25 32 39 46 53 60 67 74 81 88  6 13 20 27 34 41 48 55 62 69 76 83  1  8 15 22 29 36 43 50 57 64 71 78 85  3 10 17 24 31 38 45 52 59 66 73 80 87  5 12 19 26 33 40 47 54 61 68 75 82
  0  8 16 24 32 40 48 56 64 72 80 88  7 15 23 31 39 47 55 63 71 79 87  6 14 22 30 38 46 54 62 70 78 86  5 13 21 29 37 45 53 61 69 77 85  4 12 20 28 36 44 52 60 68 76 84  3 11 19 27 35 43 51 59 67 75 83  2 10 18 26 34 42 50 58 66 74 82  1  9 17 25 33 41 49 57 65 73 81
  0  9 18 27 36 45 54 63 72 81  1 10 19 28 37 46 55 64 73 82  2 11 20 29 38 47 56 65 74 83  3 12 21 30 39 48 57 66 75 84  4 13 22 31 40 49 58 67 76 85  5 14 23 32 41 50 59 68 77 86  6 15 24 33 42 51 60 69 78 87  7 16 25 34 43 52 61 70 79 88  8 17 26 35 44 53 62 71 80
  0 10 20 30 40 50 60 70 80  1 11 21 31 41 51 61 71 81  2 12 22 32 42 52 62 72 82  3 13 23 33 43 53 63 73 83  4 14 24 34 44 54 64 74 84  5 15 25 35 45 55 65 75 85  6 16 26 36 46 56 66 76 86  7 17 27 37 47 57 67 77 87  8 18 28 38 48 58 68 78 88  9 19 29 39 49 59 69 79
  0 11 22 33 44 55 66 77 88 10 21 32 43 54 65 76 87  9 20 31 42 53 64 75 86  8 19 30 41 52 63 74 85  7 18 29 40 51 62 73 84  6 17 28 39 50 61 72 83  5 16 27 38 49 60 71 82  4 15 26 37 48 59 70 81  3 14 25 36 47 58 69 80  2 13 24 35 46 57 68 79  1 12 23 34 45 56 67 78
  0 12 24 36 48 60 72 84  7 19 31 43 55 67 79  2 14 26 38 50 62 74 86  9 21 33 45 57 69 81  4 16 28 40 52 64 76 88 11 23 35 47 59 71 83  6 18 30 42 54 66 78  1 13 25 37 49 61 73 85  8 20 32 44 56 68 80  3 15 27 39 51 63 75 87 10 22 34 46 58 70 82  5 17 29 41 53 65 77
  0 13 26 39 52 65 78  2 15 28 41 54 67 80  4 17 30 43 56 69 82  6 19 32 45 58 71 84  8 21 34 47 60 73 86 10 23 36 49 62 75 88 12 25 38 51 64 77  1 14 27 40 53 66 79  3 16 29 42 55 68 81  5 18 31 44 57 70 83  7 20 33 46 59 72 85  9 22 35 48 61 74 87 11 24 37 50 63 76
  0 14 28 42 56 70 84  9 23 37 51 65 79  4 18 32 46 60 74 88 13 27 41 55 69 83  8 22 36 50 64 78  3 17 31 45 59 73 87 12 26 40 54 68 82  7 21 35 49 63 77  2 16 30 44 58 72 86 11 25 39 53 67 81  6 20 34 48 62 76  1 15 29 43 57 71 85 10 24 38 52 66 80  5 19 33 47 61 75
  0 15 30 45 60 75  1 16 31 46 61 76  2 17 32 47 62 77  3 18 33 48 63 78  4 19 34 49 64 79  5 20 35 50 65 80  6 21 36 51 66 81  7 22 37 52 67 82  8 23 38 53 68 83  9 24 39 54 69 84 10 25 40 55 70 85 11 26 41 56 71 86 12 27 42 57 72 87 13 28 43 58 73 88 14 29 44 59 74
  0 16 32 48 64 80  7 23 39 55 71 87 14 30 46 62 78  5 21 37 53 69 85 12 28 44 60 76  3 19 35 51 67 83 10 26 42 58 74  1 17 33 49 65 81  8 24 40 56 72 88 15 31 47 63 79  6 22 38 54 70 86 13 29 45 61 77  4 20 36 52 68 84 11 27 43 59 75  2 18 34 50 66 82  9 25 41 57 73
  0 17 34 51 68 85 13 30 47 64 81  9 26 43 60 77  5 22 39 56 73  1 18 35 52 69 86 14 31 48 65 82 10 27 44 61 78  6 23 40 57 74  2 19 36 53 70 87 15 32 49 66 83 11 28 45 62 79  7 24 41 58 75  3 20 37 54 71 88 16 33 50 67 84 12 29 46 63 80  8 25 42 59 76  4 21 38 55 72
  0 18 36 54 72  1 19 37 55 73  2 20 38 56 74  3 21 39 57 75  4 22 40 58 76  5 23 41 59 77  6 24 42 60 78  7 25 43 61 79  8 26 44 62 80  9 27 45 63 81 10 28 46 64 82 11 29 47 65 83 12 30 48 66 84 13 31 49 67 85 14 32 50 68 86 15 33 51 69 87 16 34 52 70 88 17 35 53 71
  0 19 38 57 76  6 25 44 63 82 12 31 50 69 88 18 37 56 75  5 24 43 62 81 11 30 49 68 87 17 36 55 74  4 23 42 61 80 10 29 48 67 86 16 35 54 73  3 22 41 60 79  9 28 47 66 85 15 34 53 72  2 21 40 59 78  8 27 46 65 84 14 33 52 71  1 20 39 58 77  7 26 45 64 83 13 32 51 70
  0 20 40 60 80 11 31 51 71  2 22 42 62 82 13 33 53 73  4 24 44 64 84 15 35 55 75  6 26 46 66 86 17 37 57 77  8 28 48 68 88 19 39 59 79 10 30 50 70  1 21 41 61 81 12 32 52 72  3 23 43 63 83 14 34 54 74  5 25 45 65 85 16 36 56 76  7 27 47 67 87 18 38 58 78  9 29 49 69
  0 21 42 63 84 16 37 58 79 11 32 53 74  6 27 48 69  1 22 43 64 85 17 38 59 80 12 33 54 75  7 28 49 70  2 23 44 65 86 18 39 60 81 13 34 55 76  8 29 50 71  3 24 45 66 87 19 40 61 82 14 35 56 77  9 30 51 72  4 25 46 67 88 20 41 62 83 15 36 57 78 10 31 52 73  5 26 47 68
  0 22 44 66 88 21 43 65 87 20 42 64 86 19 41 63 85 18 40 62 84 17 39 61 83 16 38 60 82 15 37 59 81 14 36 58 80 13 35 57 79 12 34 56 78 11 33 55 77 10 32 54 76  9 31 53 75  8 30 52 74  7 29 51 73  6 28 50 72  5 27 49 71  4 26 48 70  3 25 47 69  2 24 46 68  1 23 45 67
  0 23 46 69  3 26 49 72  6 29 52 75  9 32 55 78 12 35 58 81 15 38 61 84 18 41 64 87 21 44 67  1 24 47 70  4 27 50 73  7 30 53 76 10 33 56 79 13 36 59 82 16 39 62 85 19 42 65 88 22 45 68  2 25 48 71  5 28 51 74  8 31 54 77 11 34 57 80 14 37 60 83 17 40 63 86 20 43 66
  0 24 48 72  7 31 55 79 14 38 62 86 21 45 69  4 28 52 76 11 35 59 83 18 42 66  1 25 49 73  8 32 56 80 15 39 63 87 22 46 70  5 29 53 77 12 36 60 84 19 43 67  2 26 50 74  9 33 57 81 16 40 64 88 23 47 71  6 30 54 78 13 37 61 85 20 44 68  3 27 51 75 10 34 58 82 17 41 65
  0 25 50 75 11 36 61 86 22 47 72  8 33 58 83 19 44 69  5 30 55 80 16 41 66  2 27 52 77 13 38 63 88 24 49 74 10 35 60 85 21 46 71  7 32 57 82 18 43 68  4 29 54 79 15 40 65  1 26 51 76 12 37 62 87 23 48 73  9 34 59 84 20 45 70  6 31 56 81 17 42 67  3 28 53 78 14 39 64
  0 26 52 78 15 41 67  4 30 56 82 19 45 71  8 34 60 86 23 49 75 12 38 64  1 27 53 79 16 42 68  5 31 57 83 20 46 72  9 35 61 87 24 50 76 13 39 65  2 28 54 80 17 43 69  6 32 58 84 21 47 73 10 36 62 88 25 51 77 14 40 66  3 29 55 81 18 44 70  7 33 59 85 22 48 74 11 37 63
  0 27 54 81 19 46 73 11 38 65  3 30 57 84 22 49 76 14 41 68  6 33 60 87 25 52 79 17 44 71  9 36 63  1 28 55 82 20 47 74 12 39 66  4 31 58 85 23 50 77 15 42 69  7 34 61 88 26 53 80 18 45 72 10 37 64  2 29 56 83 21 48 75 13 40 67  5 32 59 86 24 51 78 16 43 70  8 35 62
  0 28 56 84 23 51 79 18 46 74 13 41 69  8 36 64  3 31 59 87 26 54 82 21 49 77 16 44 72 11 39 67  6 34 62  1 29 57 85 24 52 80 19 47 75 14 42 70  9 37 65  4 32 60 88 27 55 83 22 50 78 17 45 73 12 40 68  7 35 63  2 30 58 86 25 53 81 20 48 76 15 43 71 10 38 66  5 33 61
  0 29 58 87 27 56 85 25 54 83 23 52 81 21 50 79 19 48 77 17 46 75 15 44 73 13 42 71 11 40 69  9 38 67  7 36 65  5 34 63  3 32 61  1 30 59 88 28 57 86 26 55 84 24 53 82 22 51 80 20 49 78 18 47 76 16 45 74 14 43 72 12 41 70 10 39 68  8 37 66  6 35 64  4 33 62  2 31 60
  0 30 60  1 31 61  2 32 62  3 33 63  4 34 64  5 35 65  6 36 66  7 37 67  8 38 68  9 39 69 10 40 70 11 41 71 12 42 72 13 43 73 14 44 74 15 45 75 16 46 76 17 47 77 18 48 78 19 49 79 20 50 80 21 51 81 22 52 82 23 53 83 24 54 84 25 55 85 26 56 86 27 57 87 28 58 88 29 59
  0 31 62  4 35 66  8 39 70 12 43 74 16 47 78 20 51 82 24 55 86 28 59  1 32 63  5 36 67  9 40 71 13 44 75 17 48 79 21 52 83 25 56 87 29 60  2 33 64  6 37 68 10 41 72 14 45 76 18 49 80 22 53 84 26 57 88 30 61  3 34 65  7 38 69 11 42 73 15 46 77 19 50 81 23 54 85 27 58
  0 32 64  7 39 71 14 46 78 21 53 85 28 60  3 35 67 10 42 74 17 49 81 24 56 88 31 63  6 38 70 13 45 77 20 52 84 27 59  2 34 66  9 41 73 16 48 80 23 55 87 30 62  5 37 69 12 44 76 19 51 83 26 58  1 33 65  8 40 72 15 47 79 22 54 86 29 61  4 36 68 11 43 75 18 50 82 25 57
  0 33 66 10 43 76 20 53 86 30 63  7 40 73 17 50 83 27 60  4 37 70 14 47 80 24 57  1 34 67 11 44 77 21 54 87 31 64  8 41 74 18 51 84 28 61  5 38 71 15 48 81 25 58  2 35 68 12 45 78 22 55 88 32 65  9 42 75 19 52 85 29 62  6 39 72 16 49 82 26 59  3 36 69 13 46 79 23 56
  0 34 68 13 47 81 26 60  5 39 73 18 52 86 31 65 10 44 78 23 57  2 36 70 15 49 83 28 62  7 41 75 20 54 88 33 67 12 46 80 25 59  4 38 72 17 51 85 30 64  9 43 77 22 56  1 35 69 14 48 82 27 61  6 40 74 19 53 87 32 66 11 45 79 24 58  3 37 71 16 50 84 29 63  8 42 76 21 55
  0 35 70 16 51 86 32 67 13 48 83 29 64 10 45 80 26 61  7 42 77 23 58  4 39 74 20 55  1 36 71 17 52 87 33 68 14 49 84 30 65 11 46 81 27 62  8 43 78 24 59  5 40 75 21 56  2 37 72 18 53 88 34 69 15 50 85 31 66 12 47 82 28 63  9 44 79 25 60  6 41 76 22 57  3 38 73 19 54
  0 36 72 19 55  2 38 74 21 57  4 40 76 23 59  6 42 78 25 61  8 44 80 27 63 10 46 82 29 65 12 48 84 31 67 14 50 86 33 69 16 52 88 35 71 18 54  1 37 73 20 56  3 39 75 22 58  5 41 77 24 60  7 43 79 26 62  9 45 81 28 64 11 47 83 30 66 13 49 85 32 68 15 51 87 34 70 17 53
  0 37 74 22 59  7 44 81 29 66 14 51 88 36 73 21 58  6 43 80 28 65 13 50 87 35 72 20 57  5 42 79 27 64 12 49 86 34 71 19 56  4 41 78 26 63 11 48 85 33 70 18 55  3 40 77 25 62 10 47 84 32 69 17 54  2 39 76 24 61  9 46 83 31 68 16 53  1 38 75 23 60  8 45 82 30 67 15 52
  0 38 76 25 63 12 50 88 37 75 24 62 11 49 87 36 74 23 61 10 48 86 35 73 22 60  9 47 85 34 72 21 59  8 46 84 33 71 20 58  7 45 83 32 70 19 57  6 44 82 31 69 18 56  5 43 81 30 68 17 55  4 42 80 29 67 16 54  3 41 79 28 66 15 53  2 40 78 27 65 14 52  1 39 77 26 64 13 51
  0 39 78 28 67 17 56  6 45 84 34 73 23 62 12 51  1 40 79 29 68 18 57  7 46 85 35 74 24 63 13 52  2 41 80 30 69 19 58  8 47 86 36 75 25 64 14 53  3 42 81 31 70 20 59  9 48 87 37 76 26 65 15 54  4 43 82 32 71 21 60 10 49 88 38 77 27 66 16 55  5 44 83 33 72 22 61 11 50
  0 40 80 31 71 22 62 13 53  4 44 84 35 75 26 66 17 57  8 48 88 39 79 30 70 21 61 12 52  3 43 83 34 74 25 65 16 56  7 47 87 38 78 29 69 20 60 11 51  2 42 82 33 73 24 64 15 55  6 46 86 37 77 28 68 19 59 10 50  1 41 81 32 72 23 63 14 54  5 45 85 36 76 27 67 18 58  9 49
  0 41 82 34 75 27 68 20 61 13 54  6 47 88 40 81 33 74 26 67 19 60 12 53  5 46 87 39 80 32 73 25 66 18 59 11 52  4 45 86 38 79 31 72 24 65 17 58 10 51  3 44 85 37 78 30 71 23 64 16 57  9 50  2 43 84 36 77 29 70 22 63 15 56  8 49  1 42 83 35 76 28 69 21 62 14 55  7 48
  0 42 84 37 79 32 74 27 69 22 64 17 59 12 54  7 49  2 44 86 39 81 34 76 29 71 24 66 19 61 14 56  9 51  4 46 88 41 83 36 78 31 73 26 68 21 63 16 58 11 53  6 48  1 43 85 38 80 33 75 28 70 23 65 18 60 13 55  8 50  3 45 87 40 82 35 77 30 72 25 67 20 62 15 57 10 52  5 47
  0 43 86 40 83 37 80 34 77 31 74 28 71 25 68 22 65 19 62 16 59 13 56 10 53  7 50  4 47  1 44 87 41 84 38 81 35 78 32 75 29 72 26 69 23 66 20 63 17 60 14 57 11 54  8 51  5 48  2 45 88 42 85 39 82 36 79 33 76 30 73 27 70 24 67 21 64 18 61 15 58 12 55  9 52  6 49  3 46
  0 44 88 43 87 42 86 41 85 40 84 39 83 38 82 37 81 36 80 35 79 34 78 33 77 32 76 31 75 30 74 29 73 28 72 27 71 26 70 25 69 24 68 23 67 22 66 21 65 20 64 19 63 18 62 17 61 16 60 15 59 14 58 13 57 12 56 11 55 10 54  9 53  8 52  7 51  6 50  5 49  4 48  3 47  2 46  1 45
  0 45  1 46  2 47  3 48  4 49  5 50  6 51  7 52  8 53  9 54 10 55 11 56 12 57 13 58 14 59 15 60 16 61 17 62 18 63 19 64 20 65 21 66 22 67 23 68 24 69 25 70 26 71 27 72 28 73 29 74 30 75 31 76 32 77 33 78 34 79 35 80 36 81 37 82 38 83 39 84 40 85 41 86 42 87 43 88 44
  0 46  3 49  6 52  9 55 12 58 15 61 18 64 21 67 24 70 27 73 30 76 33 79 36 82 39 85 42 88 45  2 48  5 51  8 54 11 57 14 60 17 63 20 66 23 69 26 72 29 75 32 78 35 81 38 84 41 87 44  1 47  4 50  7 53 10 56 13 59 16 62 19 65 22 68 25 71 28 74 31 77 34 80 37 83 40 86 43
  0 47  5 52 10 57 15 62 20 67 25 72 30 77 35 82 40 87 45  3 50  8 55 13 60 18 65 23 70 28 75 33 80 38 85 43  1 48  6 53 11 58 16 63 21 68 26 73 31 78 36 83 41 88 46  4 51  9 56 14 61 19 66 24 71 29 76 34 81 39 86 44  2 49  7 54 12 59 17 64 22 69 27 74 32 79 37 84 42
  0 48  7 55 14 62 21 69 28 76 35 83 42  1 49  8 56 15 63 22 70 29 77 36 84 43  2 50  9 57 16 64 23 71 30 78 37 85 44  3 51 10 58 17 65 24 72 31 79 38 86 45  4 52 11 59 18 66 25 73 32 80 39 87 46  5 53 12 60 19 67 26 74 33 81 40 88 47  6 54 13 61 20 68 27 75 34 82 41
  0 49  9 58 18 67 27 76 36 85 45  5 54 14 63 23 72 32 81 41  1 50 10 59 19 68 28 77 37 86 46  6 55 15 64 24 73 33 82 42  2 51 11 60 20 69 29 78 38 87 47  7 56 16 65 25 74 34 83 43  3 52 12 61 21 70 30 79 39 88 48  8 57 17 66 26 75 35 84 44  4 53 13 62 22 71 31 80 40
  0 50 11 61 22 72 33 83 44  5 55 16 66 27 77 38 88 49 10 60 21 71 32 82 43  4 54 15 65 26 76 37 87 48  9 59 20 70 31 81 42  3 53 14 64 25 75 36 86 47  8 58 19 69 30 80 41  2 52 13 63 24 74 35 85 46  7 57 18 68 29 79 40  1 51 12 62 23 73 34 84 45  6 56 17 67 28 78 39
  0 51 13 64 26 77 39  1 52 14 65 27 78 40  2 53 15 66 28 79 41  3 54 16 67 29 80 42  4 55 17 68 30 81 43  5 56 18 69 31 82 44  6 57 19 70 32 83 45  7 58 20 71 33 84 46  8 59 21 72 34 85 47  9 60 22 73 35 86 48 10 61 23 74 36 87 49 11 62 24 75 37 88 50 12 63 25 76 38
  0 52 15 67 30 82 45  8 60 23 75 38  1 53 16 68 31 83 46  9 61 24 76 39  2 54 17 69 32 84 47 10 62 25 77 40  3 55 18 70 33 85 48 11 63 26 78 41  4 56 19 71 34 86 49 12 64 27 79 42  5 57 20 72 35 87 50 13 65 28 80 43  6 58 21 73 36 88 51 14 66 29 81 44  7 59 22 74 37
  0 53 17 70 34 87 51 15 68 32 85 49 13 66 30 83 47 11 64 28 81 45  9 62 26 79 43  7 60 24 77 41  5 58 22 75 39  3 56 20 73 37  1 54 18 71 35 88 52 16 69 33 86 50 14 67 31 84 48 12 65 29 82 46 10 63 27 80 44  8 61 25 78 42  6 59 23 76 40  4 57 21 74 38  2 55 19 72 36
  0 54 19 73 38  3 57 22 76 41  6 60 25 79 44  9 63 28 82 47 12 66 31 85 50 15 69 34 88 53 18 72 37  2 56 21 75 40  5 59 24 78 43  8 62 27 81 46 11 65 30 84 49 14 68 33 87 52 17 71 36  1 55 20 74 39  4 58 23 77 42  7 61 26 80 45 10 64 29 83 48 13 67 32 86 51 16 70 35
  0 55 21 76 42  8 63 29 84 50 16 71 37  3 58 24 79 45 11 66 32 87 53 19 74 40  6 61 27 82 48 14 69 35  1 56 22 77 43  9 64 30 85 51 17 72 38  4 59 25 80 46 12 67 33 88 54 20 75 41  7 62 28 83 49 15 70 36  2 57 23 78 44 10 65 31 86 52 18 73 39  5 60 26 81 47 13 68 34
  0 56 23 79 46 13 69 36  3 59 26 82 49 16 72 39  6 62 29 85 52 19 75 42  9 65 32 88 55 22 78 45 12 68 35  2 58 25 81 48 15 71 38  5 61 28 84 51 18 74 41  8 64 31 87 54 21 77 44 11 67 34  1 57 24 80 47 14 70 37  4 60 27 83 50 17 73 40  7 63 30 86 53 20 76 43 10 66 33
  0 57 25 82 50 18 75 43 11 68 36  4 61 29 86 54 22 79 47 15 72 40  8 65 33  1 58 26 83 51 19 76 44 12 69 37  5 62 30 87 55 23 80 48 16 73 41  9 66 34  2 59 27 84 52 20 77 45 13 70 38  6 63 31 88 56 24 81 49 17 74 42 10 67 35  3 60 28 85 53 21 78 46 14 71 39  7 64 32
  0 58 27 85 54 23 81 50 19 77 46 15 73 42 11 69 38  7 65 34  3 61 30 88 57 26 84 53 22 80 49 18 76 45 14 72 41 10 68 37  6 64 33  2 60 29 87 56 25 83 52 21 79 48 17 75 44 13 71 40  9 67 36  5 63 32  1 59 28 86 55 24 82 51 20 78 47 16 74 43 12 70 39  8 66 35  4 62 31
  0 59 29 88 58 28 87 57 27 86 56 26 85 55 25 84 54 24 83 53 23 82 52 22 81 51 21 80 50 20 79 49 19 78 48 18 77 47 17 76 46 16 75 45 15 74 44 14 73 43 13 72 42 12 71 41 11 70 40 10 69 39  9 68 38  8 67 37  7 66 36  6 65 35  5 64 34  4 63 33  3 62 32  2 61 31  1 60 30
  0 60 31  2 62 33  4 64 35  6 66 37  8 68 39 10 70 41 12 72 43 14 74 45 16 76 47 18 78 49 20 80 51 22 82 53 24 84 55 26 86 57 28 88 59 30  1 61 32  3 63 34  5 65 36  7 67 38  9 69 40 11 71 42 13 73 44 15 75 46 17 77 48 19 79 50 21 81 52 23 83 54 25 85 56 27 87 58 29
  0 61 33  5 66 38 10 71 43 15 76 48 20 81 53 25 86 58 30  2 63 35  7 68 40 12 73 45 17 78 50 22 83 55 27 88 60 32  4 65 37  9 70 42 14 75 47 19 80 52 24 85 57 29  1 62 34  6 67 39 11 72 44 16 77 49 21 82 54 26 87 59 31  3 64 36  8 69 41 13 74 46 18 79 51 23 84 56 28
  0 62 35  8 70 43 16 78 51 24 86 59 32  5 67 40 13 75 48 21 83 56 29  2 64 37 10 72 45 18 80 53 26 88 61 34  7 69 42 15 77 50 23 85 58 31  4 66 39 12 74 47 20 82 55 28  1 63 36  9 71 44 17 79 52 25 87 60 33  6 68 41 14 76 49 22 84 57 30  3 65 38 11 73 46 19 81 54 27
